commune,id,nom,adresse,ien,niveau,descriptif,page,ENS.CL.MA_nbV,ENS.CL.ELE_nbV,T.R.S._nbV,ENS.CL.MA_nbSV,ENS.CL.ELE_nbSV,T.R.S._nbSV
PORTET SUR GARONNE,*0310761J*,E.E.PU MARGUERITE PICART,18 RUE DE LA POSTE PORTET SUR GARONNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 14 PORTET SUR GARONNEI,E.E.PU,;375 DIR.EC.ELE 0119 11 CLASSES100 %            1.00;935 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1383 CLIS.1.MEN CHME OPTION D 100 %             1.00;1741 ENS.CL.ELE ECEL SANS SPEC.100 %            5.00;2019 ENS.CL.ELE ECEL ALLEMAND 100 %             1.00;2078 ENS.CL.ELE ECEL ANGLAIS      100 % 1.00    2.00;2846 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,125,NA,1,NA,NA,2,NA
PORTET SUR GARONNE,*0310760H*,E.E.PU PIERRE ET MARIE CURIE,1 RUE DES ECOLES PORTET SUR GARONNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 14 PORTET SUR GARONNEI,E.E.PU,;248 DIR.EC.ELE 0119 7 CLASSES 100 %            1.00;820 REMP.ST.FC 2557 SANS SPEC.100 %            1.00;1166 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00         REMP EN FC + MALADIE;1740 ENS.CL.ELE ECEL SANS SPEC.100 %            5.00;2077 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,125,NA,NA,NA,NA,1,NA
POUCHARRAMET,*0310763L*,E.P.PU,4 PLACE DE L'EGLISE POUCHARRAMET Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 15 FONSORBES,E.P.PU,;149 DIR.EC.ELE 0119 4 CLASSES 100 %            1.00;1743 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00;2080 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00;2379 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,125,NA,NA,NA,1,1,NA
PRADERE LES BOURGUETS,*0312849D*,E.E.PU,6 ALLEE D'ENBERNADET PRADERE LES BOURGUETS Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 26 LÉGUEVIN,E.E.PU,;235 DIR.EC.ELE 0119 6 CLASSES 100 %            1.00;2002 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00;2203 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,125,NA,NA,NA,NA,1,NA
PRESERVILLE,*0310766P*,E.P.PU GRAND CÈDRE,ROUTE DE FOURQUEVAUX PRESERVILLE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.P.PU,;150 DIR.EC.ELE 0119 4 CLASSES 100 %            1.00;937 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1744 ENS.CL.ELE ECEL SANS SPEC.100 %            2.00;2380 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,126,NA,NA,NA,1,2,NA
PUYDANIEL,*0312596D*,E.E.PU,RUE DE LA MAIRIE PUYDANIEL Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 11 MURET,E.E.PU,;1978 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    1.00,126,NA,1,NA,NA,1,NA
PUYMAURIN,*0310769T*,E.M.PU,VILLAGE PUYMAURIN Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 13 ST GAUDENS,E.M.PU,;492 DIR.EC.MAT 0121 1 CLASSE 100 %             1.00,126,NA,NA,NA,NA,NA,NA
QUINT FONSEGRIVES,*0310770U*,E.E.PU JEAN MARIE FÉRIOL,24 ROUTE DE LA SAUNE QUINT FONSEGRIVES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 7 ROUFFIAC-TOLOSAN,E.E.PU,;426 DIR.EC.ELE 0119 13 CLASSES100 %            1.00;821 REMP.ST.FC 2557 SANS SPEC.100 %    1.00;1167 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00 REMP EN FC + MALADIE;1745 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00   10.00;2081 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00;2847 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,126,NA,NA,NA,NA,1,NA
QUINT FONSEGRIVES,*0311391U*,E.M.PU JEAN-MARIE FÉRIOL,7 RUE DES COTEAUX QUINT FONSEGRIVES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 7 ROUFFIAC-TOLOSAN,E.M.PU,;756 DIR.EC.MAT 0121 7 CLASSES 100 %            1.00;2426 ENS.CL.MA ECMA SANS SPEC.100 %             5.00,126,NA,NA,NA,5,NA,NA
RAMONVILLE ST AGNE,*0312906R*,E.E.PU ANGELA DAVIS,ALLEE GEORGES POMPIDOU RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.E.PU,;208 DIR.EC.ELE 0119 5 CLASSES 100 %            1.00;2012 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00,126,NA,NA,NA,NA,4,15
RAMONVILLE ST AGNE,*0311119Y*,E.M.PU ANGELA DAVIS,AVENUE GEORGES POMPIDOU RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.M.PU,;584 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;1583 ENS.APP.MA EAPM APPLICAT 100 %             1.00;2407 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,127,NA,NA,NA,2,NA,NA
RAMONVILLE ST AGNE,*0310771V*,IES    CENTRE LESTRADE,3 RUE DU BAC RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 20 TLSE ASH1,IES,;2675 ENS.CL.SPE ECSP OPTION A 100 %     1.00    8.00;2678 ENS.CL.SPE ECSP OPTION B 100 %     2.00    8.00;2683 ENS.CL.SPE ECSP OPTION D 100 %             1.00,127,NA,NA,NA,NA,NA,NA
RAMONVILLE ST AGNE,*0310772W*,E.R.H. CENTRE PAUL DOTTIN,26 AVENUE TOLOSANE RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 20 TLSE ASH1,E.R.H.,;2679 ENS.CL.SPE ECSP OPTION C 100 %            12.00;2684 ENS.CL.SPE ECSP OPTION D 100 %     1.00,127,NA,NA,NA,NA,NA,NA
RAMONVILLE ST AGNE,*0311691V*,SEGPA CLG ANDRE MALRAUX,1 AVENUE DE KARBEN RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 20 TLSE ASH1,SEGPA,;2740 E1D SEGPA ISES OPTION F 100 %              3.00,127,NA,NA,NA,NA,NA,NA
RAMONVILLE ST AGNE,*0311426G*,E.E.PU GABRIEL SAJUS,17 RUE DES HIRONDELLES RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.E.PU,;260 DIR.EC.ELE 0119 7 CLASSES 100 %            1.00;983 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1394 CLIS.1.MEN CHME OPTION D 100 %             1.00;1833 ENS.CL.ELE ECEL SANS SPEC.100 %            5.00;2860 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,127,NA,NA,NA,NA,5,1
RAMONVILLE ST AGNE,*0311392V*,E.M.PU GABRIEL SAJUS,15 RUE DES HIRONDELLES RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.M.PU,;540 DIR.EC.MAT 0121 3 CLASSES 100 %            1.00;2427 ENS.CL.MA ECMA SANS SPEC.100 %             2.00;2677 ENS.CL.SPE ECSP OPTION A 100 %             1.00,127,NA,NA,NA,2,NA,NA
RAMONVILLE ST AGNE,*0310775Z*,E.E.PU JEAN JAURÈS,2 PLACE CHARLES DE GAULLE RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.E.PU,;221 DIR.EC.ELE 0119 6 CLASSES 100 %            1.00;938 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1746 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    2.00;2082 ENS.CL.ELE ECEL ANGLAIS      100 %         2.00;2676 ENS.CL.SPE ECSP OPTION A 100 %             3.00,128,NA,NA,NA,NA,2,NA
RAMONVILLE ST AGNE,*0312908T*,E.M.PU JEAN JAURÈS,PLACE MARNAC RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.M.PU,;574 DIR.EC.MAT 0121 3 CLASSES 100 %    1.00;2661 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,128,NA,NA,NA,2,NA,NA
RAMONVILLE ST AGNE,*0310087B*,C.S.E. JEAN LAGARDE PARC SAINT,1 AVENUE TOLOSANE RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 20 TLSE ASH1,C.S.E.,;2674 ENS.CL.SPE ECSP OPTION A 100 %             4.00,128,NA,NA,NA,NA,NA,NA
RAMONVILLE ST AGNE,*0311921V*,IME    PIERRE FROMENT,5 BIS RUE DU BAC RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 20 TLSE ASH1,IME,;2681 ENS.CL.SPE ECSP OPTION C 100 %     1.00    4.00,128,NA,NA,NA,NA,NA,NA
RAMONVILLE ST AGNE,*0312035U*,E.E.PU PIERRE MENDÈS FRANCE,RUE EMILE ZOLA RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.E.PU,;309 DIR.EC.ELE 0119 8 CLASSES 100 %            1.00;1253 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1440 CLIS.4.MOT CHMO OPTION C 100 %     1.00;1889 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    3.00;2142 ENS.CL.ELE ECEL ANGLAIS      100 %         2.00,128,NA,NA,NA,NA,2,NA
RAMONVILLE ST AGNE,*0312038X*,E.M.PU PIERRE MENDÈS FRANCE,MAIL GEORGES BRASSENS RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.M.PU,;556 DIR.EC.MAT 0121 3 CLASSES 100 %            1.00;1026 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;2550 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,128,NA,NA,NA,2,NA,NA
RAMONVILLE ST AGNE,*0311627A*,E.E.PU SAINT-EXUPÉRY,RUE DE L'ANCIENNE BATTERIE RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.E.PU,;263 DIR.EC.ELE 0119 7 CLASSES 100 %           1.00;1216 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1846 ENS.CL.ELE ECEL SANS SPEC.100 %    2.00    4.00,129,NA,2,NA,NA,4,NA
RAMONVILLE ST AGNE,*0311684M*,E.M.PU SAINT-EXUPÉRY,RUE DU SALAS RAMONVILLE ST AGNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.M.PU,;542 DIR.EC.MAT 0121 3 CLASSES 100 %           1.00;2476 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,129,NA,NA,NA,2,NA,NA
RENNEVILLE,*0310779D*,E.P.PU,CHEMIN DE LIERE RENNEVILLE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 9 VILLEFRANCHE DE LAUI,E.P.PU,;116 DIR.EC.ELE 0119 3 CLASSES 100 %           1.00;1747 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00;2381 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,129,NA,NA,NA,1,1,NA
REVEL,*0310783H*,E.P.PU COUFFINAL,RUE DES PYRENEES REVEL Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.P.PU,;151 DIR.EC.ELE 0119 4 CLASSES 100 %           1.00;1748 ENS.CL.ELE ECEL SANS SPEC.100 %            3.00,129,NA,NA,NA,NA,3,NA
REVEL,*0312767P*,E.P.PU L'ORÉE DE VAURÉ,5 AVENUE DE L'OREE DE VAURE REVEL Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.P.PU,;366 DIR.EC.ELE 0119 10 CLASSES100 %           1.00;869 REMP.ST.LO 2558 SANS SPEC.100 %   1.00 REMPLACEMENT EN ASH;1996 ENS.CL.ELE ECEL SANS SPEC.100 %            5.00;2199 ENS.CL.ELE ECEL ANGLAIS     100 %          1.00;2643 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    2.00,129,1,NA,NA,2,1,10
REVEL,*0312401S*,E.E.PU ROGER SUDRE,RUE ROGER MONTPEZAT REVEL Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.E.PU,;418 DIR.EC.ELE 0119 12 CLASSES100 %           1.00;1079 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00;1290 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00 REMP EN FC + MALADIE;1427 CLIS.1.MEN CHME OPTION D 100 %             1.00,129,NA,NA,NA,NA,NA,NA
REVEL,*0312401S*,E.E.PU ROGER SUDRE,RUE ROGER MONTPEZAT REVEL Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.E.PU,;1952 ENS.CL.ELE ECEL SANS SPEC.100 %            9.00;2176 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00;2778 MA.G.RES     MGR OPTION G 100 %    1.00;2897 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,130,NA,NA,NA,NA,1,NA
REVEL,*0310181D*,E.M.PU ROGER SUDRE,RUE MONTPEZAT REVEL Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.M.PU,;713 DIR.EC.MAT 0121 6 CLASSES 100 %           1.00;876 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;2261 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    4.00,130,1,NA,NA,4,NA,NA
RIEUMES,*0310788N*,E.E.PU,9 RUE DU DOCTEUR ROGER RIEUMES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 15 FONSORBES,E.E.PU,;402 DIR.EC.ELE 0119 12 CLASSES100 %           1.00;822 REMP.ST.FC 2557 SANS SPEC.100 %           1.00;939 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;1749 ENS.CL.ELE ECEL SANS SPEC.100 %            8.00;2083 ENS.CL.ELE ECEL ANGLAIS      100 %         3.00;2767 MA.G.RES     MGR OPTION G 100 %    1.00,130,NA,NA,NA,NA,3,NA
RIEUMES,*0311393W*,E.M.PU,RUE DU STADE RIEUMES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 15 FONSORBES,E.M.PU,;726 DIR.EC.MAT 0121 6 CLASSES 100 %           1.00;1207 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;2428 ENS.CL.MA ECMA SANS SPEC.100 %             5.00,130,NA,NA,NA,5,NA,NA
RIEUX VOLVESTRE,*0311565H*,E.E.PU,CHEMIN D'ARTIGAUT RIEUX VOLVESTRE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 12 RIEUX-VOLVES,E.E.PU,;302 DIR.EC.ELE 0119 8 CLASSES 100 %           1.00;988 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;1212 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00    1.00;1838 ENS.CL.ELE ECEL SANS SPEC.100 %            6.00;2116 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,130,NA,NA,NA,NA,1,NA
RIEUX VOLVESTRE,*0311559B*,E.M.PU,2 CHEMIN D'ARTIGAUT RIEUX VOLVESTRE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 12 RIEUX-VOLVES,E.M.PU,;593 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;2442 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,131,NA,NA,NA,3,NA,NA
RIEUX VOLVESTRE,*0311109M*,IEN    HAUTE GARONNE 12 RIEUX-,1 ALLEE DE GARONNE RIEUX VOLVESTRE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 12 RIEUX-VOLVES,IEN,;1449 CP.ADJ.IEN CPC SANS SPEC.100 %             1.00;1476 CP.EPS       CPEP SANS SPEC.100 %  1.00;2709 FON.PED.EX FPEX ANI. PEDAG100 %            2.00,131,NA,NA,NA,NA,NA,NA
ROQUEFORT SUR GARONNE,*0310793U*,E.P.PU,4 RUE DES ECOLES ROQUEFORT SUR GARONNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 12 RIEUX-VOLVES,E.P.PU,;65 DIR.EC.ELE 0119 2 CLASSES 100 %           1.00;2382 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,131,NA,NA,2,1,NA,10
ROQUES,*0311649Z*,E.E.PU YVETTE RAYNAUD,1 AVENUE DES EGLANTIERS ROQUES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 14 PORTET SUR GARONNEI,E.E.PU,;409 DIR.EC.ELE 0119 12 CLASSES100 %            1.00;1221 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1853 ENS.CL.ELE ECEL SANS SPEC.100 %            8.00;2125 ENS.CL.ELE ECEL ANGLAIS     100 %          3.00,131,NA,NA,NA,NA,3,NA
ROQUES,*0311891M*,E.M.PU YVETTE RAYNAUD,1 RUE DES EGLANTIERS ROQUES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 14 PORTET SUR GARONNEI,E.M.PU,;770 DIR.EC.MAT 0121 7 CLASSES 100 %            1.00;2530 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    5.00,131,1,NA,NA,5,NA,NA
ROQUESERIERE,*0312430Y*,E.P.PU MARTHE TRICOIRE,BOURG ROQUESERIERE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.P.PU,;83 DIR.EC.ELE 0119 2 CLASSES 100 %           1.00;1959 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00,131,NA,NA,NA,NA,1,NA
ROQUETTES,*0310798Z*,E.E.PU,4 RUE DES PYRENEES ROQUETTES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 14 PORTET SUR GARONNEI,E.E.PU,;376 DIR.EC.ELE 0119 11 CLASSES100 %            1.00;940 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00;1168 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1750 ENS.CL.ELE ECEL SANS SPEC.100 %            7.00;2084 ENS.CL.ELE ECEL ANGLAIS      100 %         3.00,132,NA,NA,NA,NA,3,NA
ROQUETTES,*0311882C*,E.M.PU,6 RUE DES PYRENEES ROQUETTES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 14 PORTET SUR GARONNEI,E.M.PU,;693 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;2526 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,132,NA,NA,NA,4,NA,NA
ROUEDE,*0312252E*,E.E.PU,VILLAGE ROUEDE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.E.PU,;39 DIR.EC.ELE 0119 1 CLASSE 100 %            1.00,132,NA,NA,NA,NA,NA,10
ROUFFIAC TOLOSAN,*0311101D*,IEN     HAUTE GARONNE 7 ROUFFIA,ALLEE DES PLATANES ROUFFIAC TOLOSAN Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 7 ROUFFIAC-TOLOSAN,IEN,;1443 CP.ADJ.IEN CPC SANS SPEC.100 %     1.00;1471 CP.EPS        CPEP SANS SPEC.100 %         1.00,132,NA,NA,NA,NA,NA,NA
ROUFFIAC TOLOSAN,*0310800B*,E.E.PU LAMARTINE,CHEMIN DE HOLLANDE ROUFFIAC TOLOSAN Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 7 ROUFFIAC-TOLOSAN,E.E.PU,;184 DIR.EC.ELE 0119 5 CLASSES 100 %            1.00;1169 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1751 ENS.CL.ELE ECEL SANS SPEC.100 %            3.00,132,NA,NA,NA,NA,3,NA
ROUFFIAC TOLOSAN,*0312431Z*,E.M.PU LAMARTINE,CHEMIN DE HOLLANDE ROUFFIAC TOLOSAN Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 7 ROUFFIAC-TOLOSAN,E.M.PU,;521 DIR.EC.MAT 0121 2 CLASSES 100 %            1.00;2604 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,132,NA,NA,NA,1,NA,NA
SABONNERES,*0310802D*,E.E.PU,VILLAGE SABONNERES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 15 FONSORBES,E.E.PU,;31 DIR.EC.ELE 0119 1 CLASSE 100 %     1.00,133,NA,NA,NA,NA,NA,NA
SAIGUEDE,*0310803E*,E.P.PU,VILLAGE SAIGUEDE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 15 FONSORBES,E.P.PU,;152 DIR.EC.ELE 0119 4 CLASSES 100 %            1.00;1752 ENS.CL.ELE ECEL SANS SPEC.100 %            2.00;2383 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,133,NA,NA,NA,1,2,NA
SALEICH,*0310877K*,E.E.PU,VILLAGE SALEICH Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.E.PU,;34 DIR.EC.ELE 0119 1 CLASSE 100 %             1.00,133,NA,NA,NA,NA,NA,NA
SALIES DU SALAT,*0310880N*,E.E.PU,4 PLACE JULES FERRY SALIES DU SALAT Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.E.PU,;118 DIR.EC.ELE 0119 3 CLASSES 100 %            1.00;949 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1777 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00;2086 ENS.CL.ELE ECEL ANGLAIS     100 %          1.00,133,NA,NA,NA,NA,1,NA
SALIES DU SALAT,*0311253U*,E.M.PU,BOULEVARD JEAN JAURES SALIES DU SALAT Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.M.PU,;494 DIR.EC.MAT 0121 1 CLASSE 100 %             1.00,133,NA,NA,NA,NA,NA,NA
SALLES SUR GARONNE,*0310882R*,E.E.PU,3 ALLEE DES PLATANES SALLES SUR GARONNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 12 RIEUX-VOLVES,E.E.PU,;73 DIR.EC.ELE 0119 2 CLASSES 100 %            1.00;1778 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00,133,NA,NA,NA,NA,1,NA
SAUBENS,*0310891A*,E.E.PU LE PETIT PRINCE,11 RUE DES ECOLES SAUBENS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 14 PORTET SUR GARONNEI,E.E.PU,;251 DIR.EC.ELE 0119 7 CLASSES 100 %           1.00;1179 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1780 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00;2020 ENS.CL.ELE ECEL ALLEMAND 100 %             1.00;2087 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,134,NA,NA,NA,NA,1,NA
SAUBENS,*0312522Y*,E.M.PU LE PETIT PRINCE,RUE DES ECOLES SAUBENS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 14 PORTET SUR GARONNEI,E.M.PU,;638 DIR.EC.MAT 0121 4 CLASSES 100 %           1.00;2620 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,134,NA,NA,NA,2,NA,13
SAUVETERRE DE COMMINGES,*0310893C*,E.P.PU BRUNCAN,HAMEAU DE BRUNCAN SAUVETERRE DE COMMINGES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 13 ST GAUDENS,E.P.PU,;119 DIR.EC.ELE 0119 3 CLASSES 100 %           1.00;1781 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00;2395 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,134,NA,NA,NA,1,1,NA
SAUX ET POMAREDE,*0312593A*,E.M.PU,VILLAGE SAUX ET POMAREDE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 13 ST GAUDENS,E.M.PU,;499 DIR.EC.MAT 0121 1 CLASSE 100 %            1.00,134,NA,NA,NA,NA,NA,NA
SEILH,*0310899J*,E.E.PU LÉONARD DE VINCI,ALLEE DE L'EUROPE SEILH Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 18 BLAGNAC,E.E.PU,;156 DIR.EC.ELE 0119 4 CLASSES 100 %           1.00;1180 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1782 ENS.CL.ELE ECEL SANS SPEC.100 %            2.00;2088 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,134,NA,NA,NA,NA,1,NA
SEILH,*0312312V*,E.M.PU LÉONARD DE VINCI,ALLEE DE L'EUROPE SEILH Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 18 BLAGNAC,E.M.PU,;564 DIR.EC.MAT 0121 3 CLASSES 100 %           1.00;2590 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,134,NA,NA,NA,2,NA,NA
SENARENS,*0310901L*,E.M.PU,BOURG SENARENS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 12 RIEUX-VOLVES,E.M.PU,;508 DIR.EC.MAT 0121 2 CLASSES 100 %            1.00;2396 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,135,NA,NA,NA,1,NA,NA
SENGOUAGNET,*0310902M*,E.P.PU,VILLAGE SENGOUAGNET Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.P.PU,;74 DIR.EC.ELE 0119 2 CLASSES 100 %            1.00;2397 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,135,NA,NA,NA,1,NA,NA
SEYSSES,*0312720N*,E.E.PU FLORA TRISTAN,RUE ROL TANGUY SEYSSES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 16 TOURNEFEUILLE,E.E.PU,;317 DIR.EC.ELE 0119 8 CLASSES 100 %            1.00;1307 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1990 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    6.00,135,NA,1,NA,NA,6,NA
SEYSSES,*0312721P*,E.M.PU FLORA TRISTAN,RUE ROL TANGUY SEYSSES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 16 TOURNEFEUILLE,E.M.PU,;707 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;848 REMP.ST.FC 2557 SANS SPEC.100 %            1.00;2638 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    3.00,135,1,NA,NA,3,NA,3
SEYSSES,*0310907T*,E.E.PU PAUL LANGEVIN,RUE SAVIGNOL SEYSSES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 16 TOURNEFEUILLE,E.E.PU,;378 DIR.EC.ELE 0119 11 CLASSES100 %            1.00;951 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1181 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1783 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    6.00;2217 ENS.CL.ELE ECEL ESPAGNOL 100 %             3.00,135,NA,NA,NA,NA,3,NA
